asset_id,timestamp,model,response,structure_position_value,structure_position_confidence,parse_error,has_pedestrian_railing_value,has_pedestrian_railing_confidence,material_frame_tank_body_value,material_frame_tank_body_confidence,fall_height_bin_value,fall_height_bin_confidence,steps_bin_value,steps_bin_confidence
122647,2026-05-27T08:55:31.108898,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,0.9,Timber/Wood,0.95,,,,
122648,2026-05-27T08:55:40.019445,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
122649,2026-05-27T08:55:47.392191,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,No railings,0.95,Timber/Wood,1.0,,,,
122661,2026-05-27T08:55:55.379134,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
122663,2026-05-27T08:56:03.672508,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,2 railings,1.0,Timber/Wood,1.0,,,,
122777,2026-05-27T08:56:11.871681,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,1.0,Timber/Wood,0.95,,,,
122779,2026-05-27T08:56:19.544672,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
122780,2026-05-27T08:56:27.946853,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,2 railings,1.0,Timber/Wood,1.0,,,,
123140,2026-05-27T08:56:37.157292,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 1.0
    }
}",Elevated,1.0,,2 railings,1.0,Metal,0.95,,,,
123141,2026-05-27T08:56:52.216629,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,2 railings,1.0,Timber/Wood,1.0,,,,
123145,2026-05-27T08:57:00.509623,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
123217,2026-05-27T08:57:09.110704,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,1 railing,1.0,Timber/Wood,1.0,,,,
123413,2026-05-27T08:57:18.122238,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.95,,,,
123416,2026-05-27T08:57:27.020754,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Concrete,0.95,,,,
123577,2026-05-27T08:57:36.145389,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
123605,2026-05-27T08:57:47.418078,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,0.95,,,,
123618,2026-05-27T08:57:55.440984,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
123620,2026-05-27T08:58:03.692891,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,2 railings,0.9,,,,,,
124042,2026-05-27T08:58:11.788397,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,,,,
124044,2026-05-27T08:58:20.058032,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,,
124045,2026-05-27T08:58:28.678909,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,,,Timber/Wood,0.95,,,,
125311,2026-05-27T08:58:37.270465,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 1.0
    }
}",At-Grade,1.0,,No railings,1.0,Timber/Wood,0.95,low (<0.5m),0.9,,
125976,2026-05-27T08:58:45.679635,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
126696,2026-05-27T08:58:55.612003,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,1.0,,,,
126700,,,,,,,,,,,low (<0.5m),0.95,few (<10),0.9
126777,2026-05-27T08:59:04.010441,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,high (>1.2m),0.9,medium (10-20),0.95
126796,2026-05-27T08:59:18.861452,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.9
    }
}",Elevated,0.9,,1 railing,1.0,Timber/Wood,1.0,,,medium (10-20),0.95
126797,2026-05-27T08:59:28.906624,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""Elevated"",
        ""confidence"": 0.95
    }
}",Elevated,0.95,,1 railing,1.0,Timber/Wood,1.0,,,medium (10-20),0.9
127081,2026-05-27T08:59:37.902186,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,No railings,1.0,Timber/Wood,0.95,,,many (>20),0.95
127144,,,,,,,No railings,1.0,Timber/Wood,1.0,,,many (>20),0.9
127152,2026-05-27T08:59:46.213282,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.95
    }
}",At-Grade,0.95,,1 railing,1.0,Timber/Wood,1.0,,,few (<10),1.0
127157,2026-05-27T08:59:58.531300,gemini-3-flash-preview,"{
    ""structure_position"": {
        ""value"": ""At-Grade"",
        ""confidence"": 0.9
    }
}",At-Grade,0.9,,1 railing,1.0,Timber/Wood,1.0,,,few (<10),0.9
127168,,,,,,,,,Timber/Wood,1.0,,,,
127169,,,,,,,,,Timber/Wood,0.95,,,,
